local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_x,delta_y,delta_z,delta_len,bone_idx,bone_wt,extra0_hex,extra1_hex,uv1_raw,pac_raw40_hex,runtime_raw40_hex
5526,25380,71602,-0.526126706,1.109113222,-3.151350319,0.557312147,2.079967290,-1.947098993,1.083438853,0.970854067,1.204251326,1.888549344,"(64, 17, 37, 16)","(64, 17, 86, 20)",32112510,46114f11,286594134,57117b1040117b1057117b1040112510321125104011561446114f1156146b1246116b1256141511,816cb34e923b0cc4d339e433d4cf1958be1cee6e0830000000000000ff00000000000000ffffffff
5527,25381,71603,-0.514056515,1.139345745,-3.156129976,0.593522718,1.951783833,-1.816492078,1.107579233,0.812438088,1.339637898,1.918701932,"(85, 18, 71, 17)","(85, 18, 38, 17)",6b124711,26115811,290984227,5b126b1215116b125b125512551247116b1247115512261126115811471158112611251123115811,8d6f7c46294039aa2f3a793337d0de57fff00b0c0830700003000000ff00000000000000ffffffff
5528,25382,71604,-0.528447896,1.122583762,-3.154573809,0.633493618,1.970008680,-1.849171596,1.161941514,0.847424918,1.305402213,1.942244066,"(35, 17, 87, 17)","(33, 17, 64, 17)",22114011,22114011,307565147,2511581123115711221157112311571122114011211140112211401121113211da1055125b125512,ea72a747033f09ba1a3ab1337bd0f65715912e110830000000000000ff00000000000000ffffffff
5529,25383,71605,-0.531929682,1.120145655,-3.153128796,0.559726185,1.977566810,-1.778254820,1.091655867,0.857421155,1.374873976,1.953755875,"(48, 17, 126, 17)","(38, 17, 37, 17)",7e112511,7e117512,287511121,da103011301126115512261130117e117e112511261125117e117512511225117512251151122311,b56c23488141818f2d3a1933f5cfbb5710f1480d0830700003000000ff00000000000000ffffffff
5530,25384,71606,-0.507789301,1.119353270,-3.121005053,0.022417021,1.268687303,-3.216042425,0.530206322,0.149334032,-0.095037372,0.558973612,"(164, 17, 34, 17)","(164, 17, 33, 17)",e2122211,6d113011,293474499,e212231151122311e2122211a4112211e2122211a41121116d113011da1030116d11c310c3107e11,7f3fb51afa0efb5fc22bf0360000003c6e0c2e660600000000000000ff00000000000000ffffffff
5531,25385,71607,-0.527937234,1.124899963,-3.165244672,-0.000005679,1.222546134,-3.291516548,0.527931555,0.097646171,-0.126271876,0.551535210,"(126, 17, 117, 18)","(120, 18, 117, 18)",60147612,76127512,307303032,30117e11c3106014601475127e11751260147612781275127612751278125112e112511278125112,9c3dc017530ca0eb7b2c2a380000003c44ff07500800000000000000ff00000000000000ffffffff
5532,25386,71608,-0.507835725,1.146599112,-3.140123682,0.024227549,1.237967159,-3.214375102,0.532063274,0.091368047,-0.074251420,0.544933685,"(165, 17, 164, 17)","(109, 17, 195, 16)",f512c310,f512fd12,281744125,e112e212a511e212e112e212a511a411f512c3106d11c310f512fd12fd126014c3106014fd12cb10,a63fbd18090f6f5b112b12370000003c6d0c2d5d0600000000000000ff00000000000000ffffffff
5533,25387,71609,-0.532626039,1.140016224,-3.062426462,-0.000005679,1.186949777,-3.268618655,0.532620360,0.046933553,-0.206192192,0.573064068,"(190, 16, 120, 18)","(190, 16, 86, 8)",76127812,57087812,316737580,cb10761260147612cb10be10be10781276127812be10560857087812560878125708e1122c08e112,9c3d7815210d88e7f22c15380000003c50ff674e0800000000000000ff00000000000000ffffffff
5534,25388,71610,-0.633087161,1.146538159,-3.409674122,-0.000005679,1.475987320,-3.346204719,0.633081482,0.329449161,0.063469403,0.716489552,"(245, 18, 253, 18)","(61, 18, 203, 16)",fb123d12,fd12cb10,280891595,5708e1122c08a511fb12fd12f512fd12fb123d123d12cb10fd12cb103d12cc10cc10be10cb10be10,9c3dfe27670a100a7a218e380000003c120318620800000000000000ff00000000000000ffffffff
5535,25389,71611,-0.532579615,1.135932396,-3.124339698,-0.000005679,1.433929981,-3.348983590,0.532573936,0.297997585,-0.224643892,0.650309493,"(51, 18, 2, 19)","(2, 19, 86, 8)",36125608,36125708,44040950,cc10331233125608be10560833120213361256080213560836125708f6023d12fb123d12f602a002,9c3d4c254e0a98f58e257f380000003c17ff075f0800000000000000ff00000000000000ffffffff
5536,25390,71612,-0.701005194,1.114050388,-3.123228149,0.014989211,1.227239490,-3.173470128,0.715994405,0.113189101,-0.050241979,0.726625087,"(49, 18, 204, 16)","(49, 18, 51, 18)",a602cc10,35123312,318903043,a002cc103d12cc10a002a6023112cc10a602cc103112331235123312311233123512021303130213,df3e0d187910e7508e37683a0000003c5a20662e0600000000000000ff00000000000000ffffffff
5537,25391,71613,-0.515820620,1.148549597,-3.101219495,-0.000005679,1.172077327,-3.145681423,0.515814941,0.023527729,-0.044461928,0.518261971,"(75, 18, 79, 18)","(160, 2, 79, 18)",a0024b12,eb11a602,300487147,3512021303133612a002f6024b124f12a0024b12a0024f12eb11a602a002eb11e911a602eb11e911,9c3d841473119b52b9378d3a0000003c580008300600000000000000ff00000000000000ffffffff
5538,25392,71614,-0.516006315,0.893279831,-3.124562007,-0.000005679,1.199688884,-3.160798479,0.516000636,0.306409053,-0.036236472,0.601212314,"(49, 18, 168, 2)","(53, 18, 246, 2)",31125212,49124b12,305271815,3112a6023112e911a80252123112a802311252123512f60249124b1207144b1249124b1207143212,9c3d4916eb100b52ad37793a0000003c50fc372f0600000000000000ff00000000000000ffffffff
5539,25393,71615,-0.515959891,1.137639070,-3.121671982,-0.000005679,1.226386152,-3.175248605,0.515954212,0.088747082,-0.053576624,0.526265378,"(56, 18, 235, 17)","(56, 18, 18, 16)",4f12eb11,1210e911,306778881,32124f124b124f12321238123812eb114f12eb11381212101210e911eb114912f602291201134912,9c3dff1769103751a237663a0000003c47fc572e0600000000000000ff00000000000000ffffffff
5540,25394,71616,-0.516377706,1.137273354,-3.101441804,-0.193500115,1.368101101,-2.712288778,0.322877591,0.230827747,0.389153027,0.555852018,"(1, 19, 7, 20)","(135, 20, 50, 18)",b40f8714,07143212,305664562,2912491201130714b40f071401130714b40f87148714321207143212871400130013381232123812,542d1421ae20f82d4b3bcb370000003cbf56305d0600000000000000ff00000000000000fffffdff
5541,25395,71617,-0.506396587,1.135993348,-3.124228543,-0.231706909,1.387727860,-2.649375149,0.274689677,0.251734511,0.474853394,0.603581335,"(192, 16, 41, 18)","(41, 18, 255, 18)",c010ea11,2912ea11,318706433,00133412341212103812f602c0102912c010ea112912ff122912ea112912ff1201138b120113ff12,1d2a5622e422182fad3b813b0000003c9204815c0600000000000000ff00000000000000fffffdff
5542,25396,71618,-0.506350163,1.141296230,-3.195367628,-0.192571638,1.384192605,-2.718735757,0.313778525,0.242896375,0.476631871,0.620188319,"(180, 15, 194, 2)","(135, 20, 180, 15)",7d037d03,87147d03,300552680,01138b12b40fc202b40f8b12b40fc2027d037d038714b40f87147d03e309e30900138714e811ea11,682d1c2274203c2f453bcc370000003cdd7a20560600000000000000ff00000000000000fffffeff
5543,25397,71619,-0.533136701,1.131360946,-3.101664114,-0.222329300,1.404063174,-2.668493778,0.310807401,0.272702229,0.433170336,0.598835775,"(132, 18, 132, 18)","(186, 18, 125, 3)",8b12ff12,c2027d03,165872509,c010e811ff12ea11ff12e811841284128b12ff12ba127d03c2027d03ba12bc12bc12e3097d03e309,e72a62233822653ab43b713b0000003c6110d1580600000000000000ff00000000000000fffffbff
5544,25398,71620,-0.509553406,1.144221958,-3.109222642,-0.000005679,1.201029843,-3.213374709,0.509547727,0.056807885,-0.104152067,0.523176523,"(227, 9, 157, 2)","(0, 19, 182, 18)",9d023412,bc12ba12,314315451,bc12bb12bb129d02e3090013e3099d029d0234120013b612bc12ba12bc12b61288128812bb12bc12,9c3d5f16120f435e5d292b370000003c54fcc7550600000000000000ff00000000000000ffffffff
5545,25399,71621,-0.509599830,1.141113372,-3.100774876,-0.030459698,1.382059262,-2.653710187,0.479140132,0.240945889,0.447064688,0.698209871,"(157, 2, 187, 18)","(209, 9, 157, 2)",b60fb60f,34129d02,305401874,bb12881207130713b60fbb129d02bb12b60fb60fd1099d0234129d02d109d1091310341212103412,0c3bf921bd224c2dbb3aba370000003cd462f87c0600000000000000ff00000000000000ffffffff
5546,25400,71622,-0.541168020,0.899009382,-3.114891538,-0.045129621,1.391689783,-2.618140644,0.496038398,0.492680401,0.496750893,0.857641837,"(215, 15, 215, 15)","(7, 19, 215, 15)",07138812,d60fd60f,312021657,131004038812b61288120403d70fd70f071388120713d70fd60fd60f99120713b60f071399129912,d0399722fd23b82fc03aed370000003c394282740600000000000000ff00000000000000ffffffff
5547,25401,71623,-0.545439010,1.097105547,-3.362877943,-0.103762892,1.493358830,-2.577457980,0.441676118,0.396253283,0.785419962,0.984367297,"(165, 2, 209, 9)","(165, 2, 162, 17)",1310d109,d70f0403,265752534,b70fb60fd109b60fb70fb70fa502d1091310d109a502a211d70f0403d70fa211bf10bf10d60fd70f,e1341b296b251e3ab13bec350000003cc6b2ec080818000000000000d12e000000000000ffffffff
5548,25402,71624,-0.543999872,1.113258004,-3.163132730,-0.032873736,1.409731772,-2.584349579,0.511126136,0.296473768,0.578783151,0.827125479,"(153, 18, 214, 15)","(184, 15, 153, 18)",cf11cf11,b70f9912,263652005,d60fbf10d610d610cf11d60f9912d60fcf11cf11b80f9912b70f9912b80fb80f9712b70fa502b70f,d83abf232d25d833b43a09380000003c1016947b0600000000000000ff00000000000000ffffffff
5549,25403,71625,-0.511271087,0.899009382,-3.165911600,-0.041833531,1.378219244,-2.658934464,0.469437556,0.479209862,0.506977137,0.840856425,"(162, 17, 217, 15)","(191, 16, 217, 15)",bf10a211,35033503,93783447,97120403bd10a211bd10d90fa211d90fbf10a211bf10d90f35033503d610bf10d610350397059705,173aba218e226029c33ab8370000003ce891b1700600000000000000ff00000000000000ffffffff
5550,25404,71626,-0.543907024,1.114659915,-3.135455180,-0.000005679,1.355971521,-2.648263601,0.543901345,0.241311605,0.487191579,0.769035499,"(176, 15, 207, 17)","(176, 15, 176, 15)",b80fcf11,6c10b80f,311890031,d80fd610cf11d610d80fd80fb00fcf11b80fcf11b00fb00f6c10b80f9712b80f6c106c106f109712,9c3d4d20ee220a33a53a9b370000003c86ff07740600000000000000ff00000000000000ffffffff
5551,25405,71627,-0.633551399,1.142027662,-3.174581676,-0.042808431,1.405038417,-2.533107207,0.590742969,0.263010755,0.641474470,0.910846533,"(216, 15, 151, 5)","(85, 20, 216, 15)",7a077a07,b00fd80f,263196780,4d0897126f1097124d08a502d80f97057a077a075514d80fb00fd80f551455145314b00f6c10b00f,023a7223fa261834ba3a27380000003cdd8dd47c0600000000000000ff00000000000000ffffffff
5552,25406,71628,-0.490658916,1.169090646,-3.174692831,-0.138905715,1.289045493,-2.865237811,0.351753200,0.119954847,0.309455021,0.483613367,"(110, 16, 110, 16)","(107, 16, 77, 8)",6b106f10,6f104408,134678535,531453146e106c106f106c106e106e106b106f106b104d086f1044087a0797057a07440807080708,ec31031c4e1b2c2c2a3be0360000003c3193db780600000000000000ff00000000000000ffffffff
5553,25407,71629,-0.643161128,0.968617327,-3.063649165,-0.122425263,1.256252959,-2.925594878,0.520735865,0.287635632,0.138054287,0.610703761,"(208, 17, 85, 20)","(208, 17, 208, 17)",53145514,cd115314,275649176,7e077a0755147a077e077e07d011551453145514d011d011cd1153146e105314cd11cd1198126e10,4f33e9192f19182d2e3b87360000003cde327a7c0600000000000000ff00000000000000ffffffff
5554,25408,71630,-0.537082725,1.108320838,-3.113113061,-0.149629615,1.295567428,-2.877464841,0.387453109,0.187246591,0.235648220,0.490623360,"(7, 8, 13, 17)","(144, 5, 7, 8)",f214f214,7e070708,125702608,6b106e1098120d110708440807080d11f214f214900507087e07070890059005b2077e07d0117e07,05316e1ce01a3230333bde360000003c5fb75d730600000000000000ff00000000000000ffffffff
5555,25409,71631,-0.640747090,0.972030676,-3.063982630,-0.132684925,1.259849166,-2.916480183,0.508062165,0.287818490,0.147502447,0.602265405,"(82, 20, 82, 20)","(152, 18, 205, 17)",ad0fcd11,ad0f0d11,93328626,b207b2075214d011cd11d01152145214ad0fcd119812cd11ad0f0d11a314f214a3140f11f2149005,7232241a81195428323b98360000003cd6c67a7c0600000000000000ff00000000000000ffffffff
5556,25410,71632,-0.483277530,1.118134217,-3.156796905,-0.061610073,1.355544852,-2.699505973,0.421667457,0.237410635,0.457290932,0.665794450,"(144, 5, 150, 5)","(178, 7, 82, 20)",96057907,b2077907,340857938,f2140f110f1196059005b2079005960596057907b2075214b2077907790751145214ad0f52145114,6d38462021216c28e73a9e370000003c5362497f0600000000000000ff00000000000000ffffffff
5557,25411,71633,-0.490751763,1.129593318,-3.196145712,-0.067041659,1.363042030,-2.664047585,0.423710104,0.233448712,0.532098126,0.719136266,"(173, 15, 149, 18)","(15, 17, 210, 16)",98129605,d2106208,172492898,5114cb11ad0f9512ad0fcb11ad0f9512981296050f11d210d210620896057907960562086208480a,f837c1206022d822e43ac6370000003c5ee6687f0600000000000000ff00000000000000ffffffff
5558,25412,71634,-0.643393247,1.168968741,-3.429570835,-0.081154497,1.318729441,-2.821109347,0.562238750,0.149760701,0.608461488,0.841882451,"(81, 20, 203, 17)","(9, 18, 204, 17)",51140912,cb11cd12,140645013,790751147907480a480a09125114cb11511409120912cc11cb11cd12cb11cc11cb11cd1295126208,c836ea1ddb1c482d043b0b370000003c240b297a0600000000000000ff00000000000000ffffffff
5559,25413,71635,-0.532301072,1.112648477,-3.166800839,-0.078229797,1.337320005,-2.787318281,0.454071275,0.224671528,0.379482558,0.632981066,"(98, 8, 99, 8)","(72, 10, 9, 18)",63080808,480a0808,298455561,d210b510b51063086208480a6208630863080808480a0912480a08080808ca110912cc110912ca11,07371b1f0b1ea02cfd3a39370000003cc9a6587d0600000000000000ff00000000000000ffffffff
5560,25414,71636,-0.632530076,1.112648477,-3.162354646,-0.039976579,1.347194337,-2.652598639,0.592553497,0.234545860,0.509756007,0.816077566,"(8, 8, 99, 8)","(10, 18, 8, 8)",5f035f03,ca110808,297996496,6308b510dd10dd105f036308080863085f035f030a120808ca1108080a125f03dd10d010d010c311,3f3abd1fc722181cd43abf370000003c2fd2d47a0600000000000000ff00000000000000ffffffff
5561,25415,71637,-0.692138246,1.133433336,-3.546283397,-0.070337750,1.368223006,-2.621808754,0.621800497,0.234789670,0.924474643,1.138602394,"(160, 17, 112, 3)","(160, 17, 5, 20)",c311a011,70033512,307368530,5f030a125f03c311c311d010a0117003c311a011a011051470033512501203135012351252125212,b1371621dc23501fdb3af3370000003c4d66987f0600000000000000ff00000000000000ffffffff
5562,25416,71638,-0.701051618,1.137700023,-3.567625122,-0.032038107,1.323361844,-3.088992465,0.669013510,0.185661821,0.478632658,0.843290347,"(98, 12, 159, 2)","(70, 12, 138, 12)",620c4c12,620c460c,210373701,9f0250129f0252124c124c12620c9f02620c4c12460c8a0c620c460c620c8a0c450ccd03450c8a0c,ea3a361e71130948e23bee320000003cfeed38400800000000000000ff00000000000000ffffffff
5563,25417,71639,-0.586384810,0.911260868,-3.102219888,-0.069409273,1.320009447,-3.095884063,0.516975536,0.408748580,0.006335825,0.659074540,"(76, 18, 168, 2)","(70, 12, 76, 18)",4a124a12,460c4a12,246156358,450ccd03fa12a8024c1252124c12a8024a124a12460c4c12460c4a12ca14ac0e460cca14460cac0e,c537ff1d33134b48cf3bd5320000003ce231eb420800000000000000ff00000000000000ffffffff
5564,25418,71640,-0.583181567,0.911382773,-3.285403033,-0.107708916,1.340611449,-2.771645452,0.475472651,0.429228675,0.513757581,0.821132358,"(205, 3, 207, 3)","(228, 9, 112, 16)",e409cd03,cd037010,319099369,8a0ccf038a0cac0e8a0ccf03cd03cf03e409cd03e4097010cd037010fa12cd034a12a802e9110513,8c34511f981ee82d0c3b59370000003cef52ea7b0600000000000000ff00000000000000ffffffff
5565,25419,71641,-0.514845720,1.131421898,-3.100997185,-0.103066535,1.285449286,-3.081211627,0.411779185,0.154027387,0.019785558,0.440088629,"(5, 19, 172, 14)","(172, 14, 177, 15)",0513b10f,cf03ac0e,129172431,4a12e9110513ca144a12ca140513ac0e0513b10fac0eb10fcf03ac0ecf03b10fb307e409cf03b307,f034c81bb713d046b83bed320000003c079a4d490800000000000000ff00000000000000ffffffff
5566,25420,71642,-0.537082725,1.006286075,-3.423123855,0.048692897,1.238637638,-3.170246638,0.585775621,0.232351564,0.252877217,0.679019303,"(228, 9, 150, 18)","(18, 16, 5, 19)",7010e911,13100513,263258789,6b10e409b307e4096b109612e40996127010e9111210051313100513121005131310b10fa502b10f,b541c818961067696e2c3a370000003cc8285c390600000000000000ff00000000000000ffffffff
5567,25421,71643,-0.541168020,1.096800784,-3.566958193,0.023531192,1.275757812,-3.202815001,0.564699212,0.178957028,0.364143192,0.695349611,"(179, 7, 77, 8)","(152, 18, 150, 18)",6b10b307,6b109612,275780246,1310b10fa5024d08b10f4d08b3074d086b10b307981296126b109612981295129512701096127010,973f291b710f8f64332cf0360000003c8fe42c360600000000000000ff00000000000000ffffffff
5568,25422,71644,-0.511363934,1.145319106,-3.174803986,0.025063178,1.273319705,-3.208261587,0.536427112,0.128000599,-0.033457601,0.552501232,"(164, 17, 165, 17)","(40, 17, 40, 17)",a4116a12,2111a411,287379762,9512cd126d107010cd126a12a411a511a4116a12281128112111a411211128112011201132112111,b83f011b400fbf60122cf1360000003c70dc4e6e0600000000000000ff00000000000000ffffffff
5569,25423,71645,-0.527844387,1.119170412,-3.155907667,-0.000005679,1.144770532,-3.189587577,0.527838708,0.025600120,-0.033679911,0.529531306,"(111, 18, 32, 17)","(111, 18, 45, 17)",28112011,2d111711,272109849,32112011171128116a126f126f122011281120116f122d112d111711201117112d11191119113810,9c3dc412e80fdf574a2878370000003c5dfcd7500600000000000000ff00000000000000ffffffff
5570,25424,71646,-0.529097829,1.105029394,-3.155685357,0.016149806,1.201517464,-3.211040458,0.545247636,0.096488071,-0.055355101,0.556479217,"(25, 17, 51, 17)","(51, 17, 78, 17)",70114e11,6511b712,287183134,1711381019113311701133111911331170114e1133114e116511b7122d116f122d11b7121e111e11,f83e6716270f835bfa2935370000003c65b4fa560600000000000000ff00000000000000ffffffff
5571,25425,71647,-0.529004982,1.119962797,-3.155685357,0.094698891,1.184877386,-3.104887604,0.623703873,0.064914590,0.050797753,0.629127043,"(112, 17, 30, 17)","(111, 17, 111, 17)",70112c11,4e117011,288690510,19112d1119111e1170112c1170111e1170112c116f116f114e1170114e116f11351167114e113511,94455615e212835af12cb9370000003c7d28df670600000000000000ff00000000000000ffffffff
5572,25426,71648,-0.526544520,1.123498052,-3.147237591,0.065869706,1.135079058,-3.143569481,0.592414226,0.011581007,0.003668109,0.592538766,"(111, 18, 60, 17)","(183, 18, 60, 17)",b7125511,b7125511,309793054,4e11671165112013651167116f123c11b7125511b7123c11b7125511771277121e11b7121e117712,2743251286118b50ed2ac3370000003c8220ce580600000000000000ff00000000000000ffffffff
5573,25427,71649,-0.528122929,1.102957003,-3.153573415,0.033837278,1.246378627,-3.205038097,0.561960207,0.143421624,-0.051464682,0.582252222,"(152, 16, 152, 16)","(111, 17, 152, 16)",6f112c11,2f112f11,271454254,2c1116102c1177122c111610981098106f112c116f1198102f112f1135116f1135112f112e102e10,754047195d0f8b5ab82b14370000003c6c6cbe620600000000000000ff00000000000000ffffffff
5574,25428,71650,-0.525383925,1.120450418,-3.117114634,0.083325058,1.156473444,-3.124228543,0.608708983,0.036023026,-0.007113909,0.609815457,"(116, 18, 22, 16)","(116, 18, 22, 16)",6c121610,6c125912,293605977,671135117412771255117712741216106c121610741216106c125912591298101610981059128011,9f44841334127351302cc3370000003c7bd01e5d0600000000000000ff00000000000000ffffffff
5575,25429,71651,-0.524223329,1.120084702,-3.170024329,0.034765754,1.209746074,-3.201703453,0.558989083,0.089661372,-0.031679124,0.567019862,"(26, 17, 46, 16)","(26, 17, 45, 16)",2f112e10,04102e10,291968156,80112f1198102f1180111a111a112e102f112e101a112d1004102e102d1067112e1004109c146711,8940ee167b0f6b59e02a3d370000003c731c4d5b0600000000000000ff00000000000000ffffffff
5576,25430,71652,-0.541864377,1.123498052,-3.055757173,0.011043188,1.294226470,-3.218598985,0.552907564,0.170728418,-0.162841812,0.601142598,"(4, 16, 5, 16)","(156, 20, 5, 16)",9c140410,5a143811,286265656,041067119c1420132d100510041005109c1404109c1405105a1438115a1405100510191038111011,8a3e581ce30ed76e082ccf360000003cb2702d760600000000000000ff00000000000000ffffffff
5577,25431,71653,-0.527565844,1.103139861,-3.152239557,0.010718221,1.285632144,-3.222934023,0.538284065,0.182492283,-0.070694466,0.572757256,"(124, 16, 16, 17)","(5, 16, 25, 16)",2d104d11,05104d11,293736720,38111910381110117c1030107c1010112d104d110510191005104d11191082111011811110118211,833ecb1bbc0ea769c22bd5360000003c8f685c670600000000000000ff00000000000000ffffffff
5578,25432,71654,-0.529422796,1.125082821,-3.181584430,0.022509868,1.164823959,-3.216487044,0.551932664,0.039741138,-0.034902614,0.554461195,"(48, 16, 89, 20)","(211, 16, 89, 20)",d310d110,81116810,3540142,10118111301059143010811130105914d310d110d31059148111681059143600ae04c703ae043600,813f0d14f60e5e409b22242d0000003cf987f81a0800000000000000ff00000000000000ffffffff
5579,25433,71655,-0.676632694,0.924914265,-3.508713067,0.051431901,1.233029993,-3.179583643,0.728064595,0.308115728,0.329129424,0.856352459,"(175, 4, 173, 4)","(8, 2, 154, 1)",0802af04,af049a01,3539060,ad04ad04b104ae04b104ad04af04ad040802af0408029a01af049a019b01af049b019a0174003600,f0416c184210d75d312c3c370000003c7700cf6a0600000000000000ff00000000000000ffffffff
5580,25434,71656,-0.708154460,0.924914265,-3.584409500,-0.000005679,1.301418884,-3.220933237,0.708148781,0.376504619,0.363476263,0.880537006,"(8, 2, 6, 2)","(195, 9, 195, 9)",0802f507,9c010802,39059510,0602ad040802ad040602f507080206020802f507c309c3099c0108029a0108029c01060236005402,9c3dce1cce0e1180082cbe360000003cf901b87e0600000000000000ff00000000000000ffffffff
5581,25435,71657,-0.616745981,0.883527405,-3.575961734,0.069955001,1.179025931,-3.150794545,0.686700982,0.295498526,0.425167189,0.860026020,"(244, 7, 245, 7)","(244, 7, 184, 9)",b709f507,b809c309,163774552,b709060254020602b709f507f407f507b709f507f407b809b809c309f507c309b809bf095800c309,7f43f61445113352052c91370000003c7bc43e5d0600000000000000ff00000000000000ffffffff
5582,25436,71658,-0.616374590,1.004274637,-3.632428383,0.037086944,1.254241521,-3.195478783,0.653461535,0.249966884,0.436949600,0.824875974,"(86, 0, 84, 2)","(43, 0, 37, 0)",2b00b709,b7092500,2883628,bf09c309580056009c01c309560054022b00b7092b002500b7092500f407b709f40725002c002c00,bb40c819b30f235d1f2c14370000003c6f189f6d0600000000000000ff00000000000000ffffffff
5583,25437,71659,-0.630162461,0.976053552,-3.397891711,0.066241096,1.215109909,-3.157463834,0.696403558,0.239056357,0.240427877,0.774552400,"(150, 8, 7, 2)","(184, 9, 43, 0)",0702bf09,54027700,3014699,9608f4079608b809f407b809960807020702bf09b8092b005402770027007700540225002b002e00,2f43461709113b5b622c65370000003c7a28ef680600000000000000ff00000000000000ffffffff
5584,25438,71660,-0.730298617,0.854635841,-3.638097278,-0.030320426,1.163178237,-3.217932056,0.699978191,0.308542396,0.420165222,0.872758095,"(1, 2, 227, 2)","(227, 2, 45, 0)",2c002c00,96082c00,34015389,29002c0025002c00290001020102e3022c002c00e3022d0096082c002d002d009d0896089d080702,0f3bf213e90e50e56a3bd5370000003cff3c24120800000000000000ff00000000000000ffffffff
5585,25439,71661,-0.630162461,0.883588357,-3.397113627,-0.033337974,1.229433785,-3.271064061,0.596824488,0.345845428,0.126049567,0.701211111,"(7, 2, 191, 9)","(227, 2, 1, 2)",07021c02,26009703,199125,960807029d08090809081c020702bf0907021c02e302010226009703d4090000d4099703d5090300,ce3a31180b0dc9a0843b17380000003cd48272540800000000000000ff00000000000000ffffffff
5586,25440,71662,-0.615399690,1.005371785,-3.362544478,-0.000005679,1.297517914,-3.215264341,0.615394011,0.292146129,0.147280137,0.696958097,"(149, 3, 3, 0)","(1, 0, 252, 2)",95039603,01009603,60230101,d409d509d40903009503960395030300950396030100fc02010096030100fc02f4028600d5099703,9c3d8e1c010f17782b2cc2360000003c64fdc7380600000000000000ff00000000000000ffffffff
5587,25441,71663,-0.615353266,0.860121581,-3.568069741,-0.000005679,1.233212851,-3.223600952,0.615347587,0.373091270,0.344468789,0.797814825,"(213, 9, 154, 2)","(3, 0, 154, 2)",03008500,03008500,60294038,d50986009b029a02d5099b02d5099a020300850003009a0203008500960398039603850096039803,9c3d6f18b60e87630e2a02370000003c600028590600000000000000ff00000000000000ffffffff
5588,25442,71664,-0.696734203,0.908030377,-3.558288117,0.013828616,1.234736667,-3.221155546,0.710562819,0.326706291,0.337132571,0.851642467,"(243, 2, 252, 2)","(134, 0, 193, 3)",b002f402,9b029b02,8716421,fc029803f302fc02b002fc02f302fc02b002f4028600c1039b029b02c1039a029a02c10385008500,c63e8818cc0e7f5f942a0b370000003c6a085b5a0600000000000000ff00000000000000ffffffff
5589,25443,71665,-0.687588713,0.908030377,-3.539947572,-0.031713141,1.173905907,-3.240051866,0.655875573,0.265875530,0.299895706,0.768635153,"(152, 3, 205, 9)","(243, 2, 153, 2)",cd099c02,f3029c02,173999041,c10398039803c103cd09f3029803cd09cd099c02f3029902f3029c02f3029902b002cd09c1035f0a,f13aa214220ee1a46d3bf5370000003cc7a2f2500800000000000000ff00000000000000ffffffff
5590,25444,71666,-0.701190889,1.004884163,-3.347093958,-0.151393720,1.312634175,-2.864237417,0.549797169,0.307750012,0.482856541,0.793811965,"(88, 4, 248, 0)","(88, 4, 247, 0)",f7005d04,58045d04,23462130,9c02cd095f0af8005804f5025804f800f7005d045804f70058045d0466016601f2005804f2006601,df30861d571b3634333bf7360000003c7b5fec730600000000000000ff00000000000000ffffffff
5591,25445,71667,-0.721199551,0.866399706,-3.600526949,-0.142201806,1.285022617,-2.895916541,0.578997745,0.418622911,0.704610408,1.003473646,"(248, 0, 247, 0)","(125, 0, 93, 4)",f0007d00,f7005d04,73204700,ed00ed007701f200f000f700f800f700f0007d007d005d04f7005d047d00dc036b035d04dc035d04,a531c11b3a1ac42a343bc3360000003c38bf0d750600000000000000ff00000000000000ffffffff
5592,25446,71668,-0.691581161,1.003360347,-3.366101432,-0.132452806,1.264908237,-2.909255120,0.559128355,0.261547891,0.456846313,0.767945551,"(180, 9, 252, 5)","(102, 1, 248, 0)",fc05ed00,ee00f000,26542320,6b03b409b40966015d046601b409fc05fc05ed006601f800ee00f000ee009501f0009401f0009501,7732771ac219642c303ba3360000003c51779b770600000000000000ff00000000000000ffffffff
5593,25447,71669,-0.721060279,0.876578801,-3.628315654,-0.160492786,1.322142791,-2.855345032,0.560567493,0.445563990,0.772970622,1.053682479,"(24, 2, 220, 3)","(220, 3, 24, 2)",7d004203,dc034203,10551534,f00094017d00940118027d001802dc037d004203dc031802dc0342036b03ee00f800a100ee00a100,1b30221ea71bf02d373b07370000003c1717fc780600000000000000ff00000000000000ffffffff
5594,25448,71670,-0.689677784,0.907786566,-3.518717001,-0.123725130,1.249243402,-2.939044612,0.565952655,0.341456836,0.579672389,0.879155991,"(238, 0, 149, 1)","(155, 8, 149, 1)",ee000f02,0f029501,26542482,940394035704ee0057040f02ee009501ee000f029b0895010f0295019b0892019701950192019501,33337619b618142c313b74360000003cdd7a5b7b0600000000000000ff00000000000000ffffffff
5595,25449,71671,-0.713307503,0.876578801,-3.596969995,0.057374149,1.158180119,-3.111112274,0.770681652,0.281601318,0.485857721,0.953576025,"(151, 1, 253, 1)","(24, 2, 87, 4)",fd014203,94036401,15663461,9701940197011802940118029701fd01fd014203180257049403640165015704640157046501ef00,7042a013aa12834f7537ac3a0000003c8414232c0600000000000000ff00000000000000ffffffff
